Device_ID,Timestamp,Reminder_Type,Scheduled_Time,Reminder_Sent,Acknowledged,Scheduled_DateTime,Type_Appointment,Type_Exercise,Type_Hydration,Type_Medication,Hour,Day_of_Week,Time_of_Day,Is_Weekend,Adherence,Priority,Priority_Score
D1194,2025-01-03 20:56:00,Exercise,16:30:00,1,1,2025-01-03 16:30:00,False,True,False,False,16,4,Afternoon,0,1.0,Medium,2
D1195,2025-01-11 08:32:00,Medication,22:30:00,0,0,2025-01-11 22:30:00,False,False,False,True,22,5,Night,1,,High,3
D1196,2025-01-24 08:01:00,Appointment,15:30:00,0,0,2025-01-24 15:30:00,True,False,False,False,15,4,Afternoon,0,,High,3
D1197,2025-01-14 08:56:00,Medication,13:00:00,1,1,2025-01-14 13:00:00,False,False,False,True,13,1,Afternoon,0,1.0,High,3
D1198,2025-01-11 15:04:00,Exercise,14:00:00,0,0,2025-01-11 14:00:00,False,True,False,False,14,5,Afternoon,1,,Medium,2
D1199,2025-01-04 16:51:00,Exercise,14:30:00,0,0,2025-01-04 14:30:00,False,True,False,False,14,5,Afternoon,1,,Medium,2
D1200,2025-01-12 01:04:00,Hydration,13:30:00,0,0,2025-01-12 13:30:00,False,False,True,False,13,6,Afternoon,1,,Medium,2
D1201,2025-01-02 06:18:00,Appointment,06:00:00,0,0,2025-01-02 06:00:00,True,False,False,False,6,3,Morning,0,,High,3
D1202,2025-01-01 00:10:00,Hydration,10:00:00,0,0,2025-01-01 10:00:00,False,False,True,False,10,2,Morning,0,,Medium,2
D1203,2025-01-08 15:42:00,Hydration,21:30:00,0,0,2025-01-08 21:30:00,False,False,True,False,21,2,Evening,0,,Medium,2
D1204,2025-01-18 19:48:00,Medication,18:00:00,1,1,2025-01-18 18:00:00,False,False,False,True,18,5,Evening,1,1.0,High,3
D1205,2025-01-04 07:45:00,Medication,15:30:00,1,1,2025-01-04 15:30:00,False,False,False,True,15,5,Afternoon,1,1.0,High,3
D1206,2025-01-25 13:38:00,Appointment,10:00:00,0,0,2025-01-25 10:00:00,True,False,False,False,10,5,Morning,1,,High,3
D1207,2025-01-05 09:24:00,Medication,21:30:00,0,0,2025-01-05 21:30:00,False,False,False,True,21,6,Evening,1,,High,3
D1208,2025-01-30 07:46:00,Exercise,08:30:00,1,1,2025-01-30 08:30:00,False,True,False,False,8,3,Morning,0,1.0,Medium,2
D1209,2025-01-12 01:58:00,Medication,09:00:00,1,1,2025-01-12 09:00:00,False,False,False,True,9,6,Morning,1,1.0,High,3
D1210,2025-01-12 21:23:00,Hydration,14:30:00,0,0,2025-01-12 14:30:00,False,False,True,False,14,6,Afternoon,1,,Medium,2
D1211,2025-01-21 12:19:00,Hydration,12:00:00,0,0,2025-01-21 12:00:00,False,False,True,False,12,1,Afternoon,0,,Medium,2
D1212,2025-01-20 09:39:00,Appointment,10:00:00,1,1,2025-01-20 10:00:00,True,False,False,False,10,0,Morning,0,1.0,High,3
D1213,2025-01-23 11:51:00,Medication,08:00:00,0,0,2025-01-23 08:00:00,False,False,False,True,8,3,Morning,0,,High,3
D1214,2025-01-17 21:39:00,Appointment,14:00:00,0,0,2025-01-17 14:00:00,True,False,False,False,14,4,Afternoon,0,,High,3
D1215,2025-01-10 23:30:00,Appointment,15:30:00,0,0,2025-01-10 15:30:00,True,False,False,False,15,4,Afternoon,0,,High,3
D1216,2025-01-16 22:06:00,Appointment,13:30:00,0,0,2025-01-16 13:30:00,True,False,False,False,13,3,Afternoon,0,,High,3
D1217,2025-01-08 20:15:00,Medication,21:30:00,0,0,2025-01-08 21:30:00,False,False,False,True,21,2,Evening,0,,High,3
D1218,2025-01-15 12:57:00,Appointment,22:00:00,0,0,2025-01-15 22:00:00,True,False,False,False,22,2,Night,0,,High,3
D1219,2025-01-12 11:26:00,Exercise,16:30:00,1,1,2025-01-12 16:30:00,False,True,False,False,16,6,Afternoon,1,1.0,Medium,2
D1220,2025-01-18 07:35:00,Hydration,08:00:00,1,0,2025-01-18 08:00:00,False,False,True,False,8,5,Morning,1,0.0,Medium,2
D1221,2025-01-03 06:59:00,Hydration,14:30:00,0,0,2025-01-03 14:30:00,False,False,True,False,14,4,Afternoon,0,,Medium,2
D1222,2025-01-19 20:35:00,Appointment,16:30:00,1,1,2025-01-19 16:30:00,True,False,False,False,16,6,Afternoon,1,1.0,High,3
D1223,2025-01-18 03:18:00,Appointment,09:30:00,0,0,2025-01-18 09:30:00,True,False,False,False,9,5,Morning,1,,High,3
D1224,2025-01-20 07:43:00,Hydration,11:30:00,1,1,2025-01-20 11:30:00,False,False,True,False,11,0,Morning,0,1.0,Medium,2
D1225,2025-01-22 19:55:00,Hydration,14:30:00,0,0,2025-01-22 14:30:00,False,False,True,False,14,2,Afternoon,0,,Medium,2
D1226,2025-01-17 15:35:00,Exercise,20:30:00,1,1,2025-01-17 20:30:00,False,True,False,False,20,4,Evening,0,1.0,Medium,2
D1227,2025-01-07 18:32:00,Hydration,12:00:00,0,0,2025-01-07 12:00:00,False,False,True,False,12,1,Afternoon,0,,Medium,2
D1228,2025-01-25 21:15:00,Medication,16:30:00,0,0,2025-01-25 16:30:00,False,False,False,True,16,5,Afternoon,1,,High,3
D1229,2025-01-02 22:22:00,Appointment,16:30:00,0,0,2025-01-02 16:30:00,True,False,False,False,16,3,Afternoon,0,,High,3
D1230,2025-01-08 16:44:00,Medication,17:30:00,1,1,2025-01-08 17:30:00,False,False,False,True,17,2,Evening,0,1.0,High,3
D1231,2025-01-10 08:26:00,Appointment,15:00:00,0,0,2025-01-10 15:00:00,True,False,False,False,15,4,Afternoon,0,,High,3
D1232,2025-01-16 01:35:00,Appointment,14:00:00,1,1,2025-01-16 14:00:00,True,False,False,False,14,3,Afternoon,0,1.0,High,3
D1233,2025-01-05 01:17:00,Hydration,21:30:00,0,0,2025-01-05 21:30:00,False,False,True,False,21,6,Evening,1,,Medium,2
D1234,2025-01-20 20:21:00,Appointment,11:00:00,1,1,2025-01-20 11:00:00,True,False,False,False,11,0,Morning,0,1.0,High,3
D1235,2025-01-12 14:48:00,Appointment,20:00:00,0,0,2025-01-12 20:00:00,True,False,False,False,20,6,Evening,1,,High,3
D1236,2025-01-10 18:21:00,Exercise,20:30:00,0,0,2025-01-10 20:30:00,False,True,False,False,20,4,Evening,0,,Medium,2
D1237,2025-01-20 08:20:00,Medication,19:00:00,0,0,2025-01-20 19:00:00,False,False,False,True,19,0,Evening,0,,High,3
D1238,2025-01-09 08:14:00,Medication,19:00:00,0,0,2025-01-09 19:00:00,False,False,False,True,19,3,Evening,0,,High,3
D1239,2025-01-02 17:21:00,Appointment,16:00:00,1,1,2025-01-02 16:00:00,True,False,False,False,16,3,Afternoon,0,1.0,High,3
D1240,2025-01-23 19:41:00,Exercise,06:00:00,1,1,2025-01-23 06:00:00,False,True,False,False,6,3,Morning,0,1.0,Medium,2
D1241,2025-01-16 06:30:00,Exercise,11:30:00,1,1,2025-01-16 11:30:00,False,True,False,False,11,3,Morning,0,1.0,Medium,2
D1242,2025-01-11 16:48:00,Hydration,22:30:00,0,0,2025-01-11 22:30:00,False,False,True,False,22,5,Night,1,,Medium,2
D1243,2025-01-17 19:27:00,Exercise,19:00:00,0,0,2025-01-17 19:00:00,False,True,False,False,19,4,Evening,0,,Medium,2
D1244,2025-01-14 09:39:00,Medication,14:30:00,0,0,2025-01-14 14:30:00,False,False,False,True,14,1,Afternoon,0,,High,3
D1245,2025-01-28 01:51:00,Appointment,20:00:00,1,1,2025-01-28 20:00:00,True,False,False,False,20,1,Evening,0,1.0,High,3
D1246,2025-01-25 22:09:00,Hydration,15:30:00,0,0,2025-01-25 15:30:00,False,False,True,False,15,5,Afternoon,1,,Medium,2
D1247,2025-01-24 15:06:00,Hydration,18:30:00,1,1,2025-01-24 18:30:00,False,False,True,False,18,4,Evening,0,1.0,Medium,2
D1248,2025-01-07 08:54:00,Exercise,18:00:00,0,0,2025-01-07 18:00:00,False,True,False,False,18,1,Evening,0,,Medium,2
D1249,2025-01-22 21:25:00,Hydration,10:00:00,1,1,2025-01-22 10:00:00,False,False,True,False,10,2,Morning,0,1.0,Medium,2
D1250,2025-01-23 22:08:00,Appointment,20:00:00,1,1,2025-01-23 20:00:00,True,False,False,False,20,3,Evening,0,1.0,High,3
D1251,2025-01-12 10:52:00,Exercise,18:00:00,0,0,2025-01-12 18:00:00,False,True,False,False,18,6,Evening,1,,Medium,2
D1252,2025-01-24 03:33:00,Appointment,14:30:00,0,0,2025-01-24 14:30:00,True,False,False,False,14,4,Afternoon,0,,High,3
D1253,2025-01-05 07:07:00,Medication,15:30:00,1,1,2025-01-05 15:30:00,False,False,False,True,15,6,Afternoon,1,1.0,High,3
D1254,2025-01-11 11:29:00,Appointment,06:00:00,0,0,2025-01-11 06:00:00,True,False,False,False,6,5,Morning,1,,High,3
D1255,2025-01-20 19:28:00,Medication,08:00:00,1,1,2025-01-20 08:00:00,False,False,False,True,8,0,Morning,0,1.0,High,3
D1256,2025-01-07 16:46:00,Medication,21:30:00,0,0,2025-01-07 21:30:00,False,False,False,True,21,1,Evening,0,,High,3
D1257,2025-01-14 07:25:00,Medication,16:00:00,0,0,2025-01-14 16:00:00,False,False,False,True,16,1,Afternoon,0,,High,3
D1258,2025-01-02 01:15:00,Exercise,20:00:00,0,0,2025-01-02 20:00:00,False,True,False,False,20,3,Evening,0,,Medium,2
D1259,2025-01-07 12:02:00,Appointment,19:30:00,0,0,2025-01-07 19:30:00,True,False,False,False,19,1,Evening,0,,High,3
D1260,2025-01-26 19:14:00,Medication,06:30:00,0,0,2025-01-26 06:30:00,False,False,False,True,6,6,Morning,1,,High,3
D1261,2025-01-17 03:21:00,Exercise,16:00:00,0,0,2025-01-17 16:00:00,False,True,False,False,16,4,Afternoon,0,,Medium,2
D1262,2025-01-29 18:46:00,Hydration,16:30:00,1,1,2025-01-29 16:30:00,False,False,True,False,16,2,Afternoon,0,1.0,Medium,2
D1263,2025-01-05 04:04:00,Hydration,19:30:00,0,0,2025-01-05 19:30:00,False,False,True,False,19,6,Evening,1,,Medium,2
D1264,2025-01-03 17:34:00,Hydration,10:30:00,1,1,2025-01-03 10:30:00,False,False,True,False,10,4,Morning,0,1.0,Medium,2
D1265,2025-01-17 08:47:00,Hydration,09:30:00,0,0,2025-01-17 09:30:00,False,False,True,False,9,4,Morning,0,,Medium,2
D1266,2025-01-26 09:53:00,Hydration,10:30:00,1,1,2025-01-26 10:30:00,False,False,True,False,10,6,Morning,1,1.0,Medium,2
D1267,2025-01-14 09:45:00,Medication,14:00:00,1,0,2025-01-14 14:00:00,False,False,False,True,14,1,Afternoon,0,0.0,High,3
D1268,2025-01-15 00:00:00,Appointment,07:30:00,0,0,2025-01-15 07:30:00,True,False,False,False,7,2,Morning,0,,High,3
D1269,2025-01-06 02:15:00,Appointment,11:30:00,1,1,2025-01-06 11:30:00,True,False,False,False,11,0,Morning,0,1.0,High,3
D1270,2025-01-20 21:39:00,Medication,11:00:00,0,0,2025-01-20 11:00:00,False,False,False,True,11,0,Morning,0,,High,3
D1271,2025-01-29 00:31:00,Medication,12:30:00,1,1,2025-01-29 12:30:00,False,False,False,True,12,2,Afternoon,0,1.0,High,3
D1272,2025-01-08 11:00:00,Exercise,10:30:00,0,0,2025-01-08 10:30:00,False,True,False,False,10,2,Morning,0,,Medium,2
D1273,2025-01-03 22:02:00,Exercise,06:00:00,1,1,2025-01-03 06:00:00,False,True,False,False,6,4,Morning,0,1.0,Medium,2
D1274,2025-01-21 18:26:00,Appointment,14:30:00,0,0,2025-01-21 14:30:00,True,False,False,False,14,1,Afternoon,0,,High,3
D1275,2025-01-18 04:05:00,Exercise,13:30:00,1,0,2025-01-18 13:30:00,False,True,False,False,13,5,Afternoon,1,0.0,Medium,2
D1276,2025-01-18 23:01:00,Exercise,19:30:00,1,0,2025-01-18 19:30:00,False,True,False,False,19,5,Evening,1,0.0,Medium,2
D1277,2025-01-17 12:22:00,Appointment,13:00:00,1,1,2025-01-17 13:00:00,True,False,False,False,13,4,Afternoon,0,1.0,High,3
D1278,2025-01-09 16:25:00,Appointment,08:30:00,1,0,2025-01-09 08:30:00,True,False,False,False,8,3,Morning,0,0.0,High,3
D1279,2025-01-12 08:56:00,Hydration,21:00:00,0,0,2025-01-12 21:00:00,False,False,True,False,21,6,Evening,1,,Medium,2
D1280,2025-01-26 10:03:00,Hydration,18:00:00,1,0,2025-01-26 18:00:00,False,False,True,False,18,6,Evening,1,0.0,Medium,2
D1281,2025-01-04 05:44:00,Exercise,19:00:00,0,0,2025-01-04 19:00:00,False,True,False,False,19,5,Evening,1,,Medium,2
D1282,2025-01-07 07:00:00,Exercise,18:30:00,0,0,2025-01-07 18:30:00,False,True,False,False,18,1,Evening,0,,Medium,2
D1283,2025-01-13 01:03:00,Medication,20:30:00,1,0,2025-01-13 20:30:00,False,False,False,True,20,0,Evening,0,0.0,High,3
D1284,2025-01-02 10:15:00,Hydration,12:30:00,0,0,2025-01-02 12:30:00,False,False,True,False,12,3,Afternoon,0,,Medium,2
D1285,2025-01-13 00:59:00,Appointment,08:30:00,1,1,2025-01-13 08:30:00,True,False,False,False,8,0,Morning,0,1.0,High,3
D1286,2025-01-11 05:06:00,Appointment,20:00:00,1,0,2025-01-11 20:00:00,True,False,False,False,20,5,Evening,1,0.0,High,3
D1287,2025-01-14 19:32:00,Medication,06:30:00,1,1,2025-01-14 06:30:00,False,False,False,True,6,1,Morning,0,1.0,High,3
D1288,2025-01-27 12:22:00,Hydration,13:00:00,1,1,2025-01-27 13:00:00,False,False,True,False,13,0,Afternoon,0,1.0,Medium,2
D1289,2025-01-12 23:46:00,Medication,06:30:00,0,0,2025-01-12 06:30:00,False,False,False,True,6,6,Morning,1,,High,3
D1290,2025-01-14 23:48:00,Hydration,14:30:00,0,0,2025-01-14 14:30:00,False,False,True,False,14,1,Afternoon,0,,Medium,2
D1291,2025-01-17 23:53:00,Medication,13:30:00,0,0,2025-01-17 13:30:00,False,False,False,True,13,4,Afternoon,0,,High,3
D1292,2025-01-18 14:19:00,Exercise,10:30:00,1,1,2025-01-18 10:30:00,False,True,False,False,10,5,Morning,1,1.0,Medium,2
D1293,2025-01-21 14:35:00,Appointment,09:30:00,1,0,2025-01-21 09:30:00,True,False,False,False,9,1,Morning,0,0.0,High,3
D1294,2025-01-02 01:14:00,Hydration,16:00:00,1,1,2025-01-02 16:00:00,False,False,True,False,16,3,Afternoon,0,1.0,Medium,2
D1295,2025-01-24 19:42:00,Hydration,09:30:00,0,0,2025-01-24 09:30:00,False,False,True,False,9,4,Morning,0,,Medium,2
D1296,2025-01-08 14:53:00,Exercise,10:30:00,1,0,2025-01-08 10:30:00,False,True,False,False,10,2,Morning,0,0.0,Medium,2
D1297,2025-01-26 21:13:00,Exercise,14:30:00,1,1,2025-01-26 14:30:00,False,True,False,False,14,6,Afternoon,1,1.0,Medium,2
D1298,2025-01-08 06:18:00,Hydration,10:00:00,0,0,2025-01-08 10:00:00,False,False,True,False,10,2,Morning,0,,Medium,2
D1299,2025-01-04 17:08:00,Medication,15:30:00,1,1,2025-01-04 15:30:00,False,False,False,True,15,5,Afternoon,1,1.0,High,3
D1300,2025-01-01 03:59:00,Appointment,14:00:00,0,0,2025-01-01 14:00:00,True,False,False,False,14,2,Afternoon,0,,High,3
D1301,2025-01-13 12:45:00,Appointment,21:00:00,1,1,2025-01-13 21:00:00,True,False,False,False,21,0,Evening,0,1.0,High,3
D1302,2025-01-19 22:55:00,Exercise,13:30:00,1,1,2025-01-19 13:30:00,False,True,False,False,13,6,Afternoon,1,1.0,Medium,2
D1303,2025-01-22 09:26:00,Exercise,18:30:00,0,0,2025-01-22 18:30:00,False,True,False,False,18,2,Evening,0,,Medium,2
D1304,2025-01-16 20:47:00,Appointment,14:00:00,0,0,2025-01-16 14:00:00,True,False,False,False,14,3,Afternoon,0,,High,3
D1305,2025-01-19 23:59:00,Exercise,18:30:00,1,1,2025-01-19 18:30:00,False,True,False,False,18,6,Evening,1,1.0,Medium,2
D1306,2025-01-06 05:59:00,Exercise,19:30:00,0,0,2025-01-06 19:30:00,False,True,False,False,19,0,Evening,0,,Medium,2
D1307,2025-01-25 03:31:00,Appointment,16:30:00,0,0,2025-01-25 16:30:00,True,False,False,False,16,5,Afternoon,1,,High,3
D1308,2025-01-06 21:45:00,Medication,22:30:00,1,0,2025-01-06 22:30:00,False,False,False,True,22,0,Night,0,0.0,High,3
D1309,2025-01-07 02:45:00,Exercise,18:30:00,1,1,2025-01-07 18:30:00,False,True,False,False,18,1,Evening,0,1.0,Medium,2
D1310,2025-01-19 10:13:00,Appointment,15:30:00,1,1,2025-01-19 15:30:00,True,False,False,False,15,6,Afternoon,1,1.0,High,3
D1311,2025-01-05 13:22:00,Hydration,08:30:00,0,0,2025-01-05 08:30:00,False,False,True,False,8,6,Morning,1,,Medium,2
D1312,2025-01-18 03:36:00,Hydration,20:30:00,1,1,2025-01-18 20:30:00,False,False,True,False,20,5,Evening,1,1.0,Medium,2
D1313,2025-01-06 03:43:00,Hydration,09:30:00,0,0,2025-01-06 09:30:00,False,False,True,False,9,0,Morning,0,,Medium,2
D1314,2025-01-03 15:22:00,Hydration,18:30:00,0,0,2025-01-03 18:30:00,False,False,True,False,18,4,Evening,0,,Medium,2
D1315,2025-01-09 03:36:00,Hydration,20:00:00,0,0,2025-01-09 20:00:00,False,False,True,False,20,3,Evening,0,,Medium,2
D1316,2025-01-17 00:40:00,Hydration,21:00:00,0,0,2025-01-17 21:00:00,False,False,True,False,21,4,Evening,0,,Medium,2
D1317,2025-01-07 13:21:00,Exercise,08:30:00,1,1,2025-01-07 08:30:00,False,True,False,False,8,1,Morning,0,1.0,Medium,2
D1318,2025-01-09 06:42:00,Hydration,17:30:00,0,0,2025-01-09 17:30:00,False,False,True,False,17,3,Evening,0,,Medium,2
D1319,2025-01-26 03:24:00,Hydration,13:30:00,0,0,2025-01-26 13:30:00,False,False,True,False,13,6,Afternoon,1,,Medium,2
D1320,2025-01-07 13:14:00,Hydration,14:30:00,1,1,2025-01-07 14:30:00,False,False,True,False,14,1,Afternoon,0,1.0,Medium,2
D1321,2025-01-10 10:40:00,Medication,20:30:00,0,0,2025-01-10 20:30:00,False,False,False,True,20,4,Evening,0,,High,3
D1322,2025-01-22 17:05:00,Exercise,22:00:00,0,0,2025-01-22 22:00:00,False,True,False,False,22,2,Night,0,,Medium,2
D1323,2025-01-20 01:57:00,Appointment,20:30:00,0,0,2025-01-20 20:30:00,True,False,False,False,20,0,Evening,0,,High,3
D1324,2025-01-02 02:57:00,Hydration,12:30:00,0,0,2025-01-02 12:30:00,False,False,True,False,12,3,Afternoon,0,,Medium,2
D1325,2025-01-19 23:43:00,Exercise,18:00:00,0,0,2025-01-19 18:00:00,False,True,False,False,18,6,Evening,1,,Medium,2
D1326,2025-01-16 23:43:00,Medication,22:00:00,1,1,2025-01-16 22:00:00,False,False,False,True,22,3,Night,0,1.0,High,3
D1327,2025-01-13 16:02:00,Appointment,16:30:00,1,1,2025-01-13 16:30:00,True,False,False,False,16,0,Afternoon,0,1.0,High,3
D1328,2025-01-19 22:32:00,Exercise,20:30:00,1,1,2025-01-19 20:30:00,False,True,False,False,20,6,Evening,1,1.0,Medium,2
D1329,2025-01-04 07:17:00,Appointment,12:00:00,0,0,2025-01-04 12:00:00,True,False,False,False,12,5,Afternoon,1,,High,3
D1330,2025-01-09 21:11:00,Medication,10:30:00,0,0,2025-01-09 10:30:00,False,False,False,True,10,3,Morning,0,,High,3
D1331,2025-01-16 09:09:00,Appointment,12:00:00,0,0,2025-01-16 12:00:00,True,False,False,False,12,3,Afternoon,0,,High,3
D1332,2025-01-02 08:40:00,Appointment,18:30:00,1,1,2025-01-02 18:30:00,True,False,False,False,18,3,Evening,0,1.0,High,3
D1333,2025-01-20 22:16:00,Hydration,08:00:00,1,1,2025-01-20 08:00:00,False,False,True,False,8,0,Morning,0,1.0,Medium,2
D1334,2025-01-17 10:21:00,Medication,16:00:00,1,1,2025-01-17 16:00:00,False,False,False,True,16,4,Afternoon,0,1.0,High,3
D1335,2025-01-20 22:49:00,Appointment,14:00:00,1,1,2025-01-20 14:00:00,True,False,False,False,14,0,Afternoon,0,1.0,High,3
D1336,2025-01-07 11:15:00,Medication,06:30:00,0,0,2025-01-07 06:30:00,False,False,False,True,6,1,Morning,0,,High,3
D1337,2025-01-10 03:13:00,Exercise,12:00:00,1,0,2025-01-10 12:00:00,False,True,False,False,12,4,Afternoon,0,0.0,Medium,2
D1338,2025-01-10 22:04:00,Exercise,08:00:00,1,0,2025-01-10 08:00:00,False,True,False,False,8,4,Morning,0,0.0,Medium,2
D1339,2025-01-11 06:44:00,Medication,21:30:00,1,0,2025-01-11 21:30:00,False,False,False,True,21,5,Evening,1,0.0,High,3
D1340,2025-01-03 01:46:00,Medication,19:00:00,1,1,2025-01-03 19:00:00,False,False,False,True,19,4,Evening,0,1.0,High,3
D1341,2025-01-22 09:15:00,Exercise,12:30:00,1,1,2025-01-22 12:30:00,False,True,False,False,12,2,Afternoon,0,1.0,Medium,2
D1342,2025-01-21 20:09:00,Exercise,21:00:00,1,0,2025-01-21 21:00:00,False,True,False,False,21,1,Evening,0,0.0,Medium,2
D1343,2025-01-29 21:04:00,Medication,08:30:00,1,1,2025-01-29 08:30:00,False,False,False,True,8,2,Morning,0,1.0,High,3
D1344,2025-01-08 03:55:00,Medication,14:30:00,0,0,2025-01-08 14:30:00,False,False,False,True,14,2,Afternoon,0,,High,3
D1345,2025-01-10 18:22:00,Exercise,16:00:00,0,0,2025-01-10 16:00:00,False,True,False,False,16,4,Afternoon,0,,Medium,2
D1346,2025-01-29 22:38:00,Hydration,19:30:00,0,0,2025-01-29 19:30:00,False,False,True,False,19,2,Evening,0,,Medium,2
D1347,2025-01-27 22:04:00,Medication,15:00:00,1,1,2025-01-27 15:00:00,False,False,False,True,15,0,Afternoon,0,1.0,High,3
D1348,2025-01-04 10:40:00,Medication,12:30:00,1,1,2025-01-04 12:30:00,False,False,False,True,12,5,Afternoon,1,1.0,High,3
D1349,2025-01-12 11:34:00,Medication,20:00:00,0,0,2025-01-12 20:00:00,False,False,False,True,20,6,Evening,1,,High,3
D1350,2025-01-03 06:23:00,Exercise,07:00:00,0,0,2025-01-03 07:00:00,False,True,False,False,7,4,Morning,0,,Medium,2
D1351,2025-01-15 10:31:00,Exercise,21:00:00,1,1,2025-01-15 21:00:00,False,True,False,False,21,2,Evening,0,1.0,Medium,2
D1352,2025-01-17 09:54:00,Medication,18:00:00,1,1,2025-01-17 18:00:00,False,False,False,True,18,4,Evening,0,1.0,High,3
D1353,2025-01-12 23:16:00,Exercise,09:00:00,0,0,2025-01-12 09:00:00,False,True,False,False,9,6,Morning,1,,Medium,2
D1354,2025-01-04 21:27:00,Medication,14:00:00,1,1,2025-01-04 14:00:00,False,False,False,True,14,5,Afternoon,1,1.0,High,3
D1355,2025-01-09 07:03:00,Medication,20:30:00,1,1,2025-01-09 20:30:00,False,False,False,True,20,3,Evening,0,1.0,High,3
D1356,2025-01-12 13:06:00,Hydration,11:30:00,1,0,2025-01-12 11:30:00,False,False,True,False,11,6,Morning,1,0.0,Medium,2
D1357,2025-01-10 11:18:00,Medication,11:30:00,0,0,2025-01-10 11:30:00,False,False,False,True,11,4,Morning,0,,High,3
D1358,2025-01-04 07:36:00,Hydration,11:30:00,0,0,2025-01-04 11:30:00,False,False,True,False,11,5,Morning,1,,Medium,2
D1359,2025-01-23 19:36:00,Hydration,14:30:00,0,0,2025-01-23 14:30:00,False,False,True,False,14,3,Afternoon,0,,Medium,2
D1360,2025-01-22 18:41:00,Appointment,17:30:00,0,0,2025-01-22 17:30:00,True,False,False,False,17,2,Evening,0,,High,3
D1361,2025-01-01 06:34:00,Hydration,12:00:00,0,0,2025-01-01 12:00:00,False,False,True,False,12,2,Afternoon,0,,Medium,2
D1362,2025-01-05 10:51:00,Medication,07:00:00,0,0,2025-01-05 07:00:00,False,False,False,True,7,6,Morning,1,,High,3
D1363,2025-01-21 12:16:00,Exercise,20:00:00,1,1,2025-01-21 20:00:00,False,True,False,False,20,1,Evening,0,1.0,Medium,2
D1364,2025-01-27 22:59:00,Hydration,08:30:00,0,0,2025-01-27 08:30:00,False,False,True,False,8,0,Morning,0,,Medium,2
D1365,2025-01-06 18:50:00,Medication,14:30:00,0,0,2025-01-06 14:30:00,False,False,False,True,14,0,Afternoon,0,,High,3
D1366,2025-01-20 00:15:00,Medication,06:30:00,0,0,2025-01-20 06:30:00,False,False,False,True,6,0,Morning,0,,High,3
D1367,2025-01-02 20:12:00,Medication,15:30:00,1,1,2025-01-02 15:30:00,False,False,False,True,15,3,Afternoon,0,1.0,High,3
D1368,2025-01-21 01:35:00,Hydration,12:00:00,1,1,2025-01-21 12:00:00,False,False,True,False,12,1,Afternoon,0,1.0,Medium,2
D1369,2025-01-26 15:49:00,Hydration,21:30:00,0,0,2025-01-26 21:30:00,False,False,True,False,21,6,Evening,1,,Medium,2
D1370,2025-01-11 15:51:00,Appointment,13:00:00,0,0,2025-01-11 13:00:00,True,False,False,False,13,5,Afternoon,1,,High,3
D1371,2025-01-18 01:31:00,Appointment,21:00:00,0,0,2025-01-18 21:00:00,True,False,False,False,21,5,Evening,1,,High,3
D1372,2025-01-11 09:42:00,Exercise,20:30:00,1,0,2025-01-11 20:30:00,False,True,False,False,20,5,Evening,1,0.0,Medium,2
D1373,2025-01-18 13:54:00,Appointment,20:30:00,0,0,2025-01-18 20:30:00,True,False,False,False,20,5,Evening,1,,High,3
D1374,2025-01-13 15:21:00,Hydration,14:00:00,1,0,2025-01-13 14:00:00,False,False,True,False,14,0,Afternoon,0,0.0,Medium,2
D1375,2025-01-22 04:37:00,Exercise,08:00:00,0,0,2025-01-22 08:00:00,False,True,False,False,8,2,Morning,0,,Medium,2
D1376,2025-01-19 15:49:00,Exercise,08:30:00,0,0,2025-01-19 08:30:00,False,True,False,False,8,6,Morning,1,,Medium,2
D1377,2025-01-06 08:07:00,Hydration,18:30:00,0,0,2025-01-06 18:30:00,False,False,True,False,18,0,Evening,0,,Medium,2
D1378,2025-01-30 07:31:00,Medication,17:30:00,1,1,2025-01-30 17:30:00,False,False,False,True,17,3,Evening,0,1.0,High,3
